ProduktNR,Kontotyp,Art,Year,Amount,ProduktbereichNR,ProduktgruppeNR,Produkt,Produktbereich,Produktgruppe
3113030,Ertrag,Ergebnis,2012,15423106.59,31,3113,(entfallen ab 2014) HZL/Grundsicherung/andere soziale Lstg. ,Soziale Leistungen,(entfallen ab 2014) Grundversorgung und Leistungen SGB XII 
3113030,Aufwendung,Ergebnis,2012,41462424.07,31,3113,(entfallen ab 2014) HZL/Grundsicherung/andere soziale Lstg. ,Soziale Leistungen,(entfallen ab 2014) Grundversorgung und Leistungen SGB XII 
3113030,Verlust,Ergebnis,2012,26039317.48,31,3113,(entfallen ab 2014) HZL/Grundsicherung/andere soziale Lstg. ,Soziale Leistungen,(entfallen ab 2014) Grundversorgung und Leistungen SGB XII 
3113040,Ertrag,Ergebnis,2012,2095143.11,31,3113,(entfallen ab 2014) Hilfen Gesundheit/bes.soz.Schwierigkeit ,Soziale Leistungen,(entfallen ab 2014) Grundversorgung und Leistungen SGB XII 
3113040,Aufwendung,Ergebnis,2012,10791906.27,31,3113,(entfallen ab 2014) Hilfen Gesundheit/bes.soz.Schwierigkeit ,Soziale Leistungen,(entfallen ab 2014) Grundversorgung und Leistungen SGB XII 
3113040,Verlust,Ergebnis,2012,8696763.16,31,3113,(entfallen ab 2014) Hilfen Gesundheit/bes.soz.Schwierigkeit ,Soziale Leistungen,(entfallen ab 2014) Grundversorgung und Leistungen SGB XII 
3114010,Ertrag,Ergebnis,2012,2047.87,31,3114,Lastenausgleich,Soziale Leistungen,Sonstige soziale Leistungen
3114010,Aufwendung,Ergebnis,2012,17538.45,31,3114,Lastenausgleich,Soziale Leistungen,Sonstige soziale Leistungen
3114010,Verlust,Ergebnis,2012,15490.58,31,3114,Lastenausgleich,Soziale Leistungen,Sonstige soziale Leistungen
3114020,Ertrag,Ergebnis,2012,4164.37,31,3114,Leistungen der Unterhaltssicherung,Soziale Leistungen,Sonstige soziale Leistungen
3114020,Aufwendung,Ergebnis,2012,43586.39,31,3114,Leistungen der Unterhaltssicherung,Soziale Leistungen,Sonstige soziale Leistungen
3114020,Verlust,Ergebnis,2012,39422.02,31,3114,Leistungen der Unterhaltssicherung,Soziale Leistungen,Sonstige soziale Leistungen
3115010,Ertrag,Ergebnis,2012,372725.66,31,3115,Hilfen nach dem SGB XII für Flüchtlinge,Soziale Leistungen,Hilfen nach dem SGB XII für Flüchtlinge
3115010,Aufwendung,Ergebnis,2012,203786.57,31,3115,Hilfen nach dem SGB XII für Flüchtlinge,Soziale Leistungen,Hilfen nach dem SGB XII für Flüchtlinge
3115010,Gewinn,Ergebnis,2012,168939.09,31,3115,Hilfen nach dem SGB XII für Flüchtlinge,Soziale Leistungen,Hilfen nach dem SGB XII für Flüchtlinge
3116010,Ertrag,Ergebnis,2012,447962.12,31,3116,(entfallen ab  2013) Integrations-/Migrationsmanagement,Soziale Leistungen,"Zentrum Integr./ Bildg., kult. Vielfalt"
3116010,Aufwendung,Ergebnis,2012,1685363.42,31,3116,(entfallen ab  2013) Integrations-/Migrationsmanagement,Soziale Leistungen,"Zentrum Integr./ Bildg., kult. Vielfalt"
3116010,Verlust,Ergebnis,2012,1237401.30,31,3116,(entfallen ab  2013) Integrations-/Migrationsmanagement,Soziale Leistungen,"Zentrum Integr./ Bildg., kult. Vielfalt"
3116020,Ertrag,Ergebnis,2012,920.32,31,3116,"Zentrum Integrat./Bildung, kult.Vielfalt",Soziale Leistungen,"Zentrum Integr./ Bildg., kult. Vielfalt"
3601010,Ertrag,Ergebnis,2012,18888369.31,36,3601,Betrieb städtischer Kitas,"Kinder-, Jugend- u. Familienhilfe",Förderung von Kindern in Tagesbetreuung
3601010,Aufwendung,Ergebnis,2012,44649292.88,36,3601,Betrieb städtischer Kitas,"Kinder-, Jugend- u. Familienhilfe",Förderung von Kindern in Tagesbetreuung
3601010,Verlust,Ergebnis,2012,25760923.57,36,3601,Betrieb städtischer Kitas,"Kinder-, Jugend- u. Familienhilfe",Förderung von Kindern in Tagesbetreuung
3601020,Ertrag,Ergebnis,2012,21573744.26,36,3601,Förderung v. Einrichtungen freier Träger,"Kinder-, Jugend- u. Familienhilfe",Förderung von Kindern in Tagesbetreuung
3601020,Aufwendung,Ergebnis,2012,35682695.79,36,3601,Förderung v. Einrichtungen freier Träger,"Kinder-, Jugend- u. Familienhilfe",Förderung von Kindern in Tagesbetreuung
3601020,Verlust,Ergebnis,2012,14108951.53,36,3601,Förderung v. Einrichtungen freier Träger,"Kinder-, Jugend- u. Familienhilfe",Förderung von Kindern in Tagesbetreuung
3602010,Ertrag,Ergebnis,2012,353428.88,36,3602,Tagespflege,"Kinder-, Jugend- u. Familienhilfe",Tagespflege
3602010,Aufwendung,Ergebnis,2012,1013728.43,36,3602,Tagespflege,"Kinder-, Jugend- u. Familienhilfe",Tagespflege
3602010,Verlust,Ergebnis,2012,660299.55,36,3602,Tagespflege,"Kinder-, Jugend- u. Familienhilfe",Tagespflege
3603010,Ertrag,Ergebnis,2012,1199690.31,36,3603,Förd. KiJu in offenen Einrichtungen,"Kinder-, Jugend- u. Familienhilfe",Einrichtungen der Jugendarbeit
3603010,Aufwendung,Ergebnis,2012,7749935.35,36,3603,Förd. KiJu in offenen Einrichtungen,"Kinder-, Jugend- u. Familienhilfe",Einrichtungen der Jugendarbeit
3603010,Verlust,Ergebnis,2012,6550245.04,36,3603,Förd. KiJu in offenen Einrichtungen,"Kinder-, Jugend- u. Familienhilfe",Einrichtungen der Jugendarbeit
3603060,Ertrag,Ergebnis,2012,60418.28,36,3603,Pl./Weiterentw. Freiräume u.Spielflächen,"Kinder-, Jugend- u. Familienhilfe",Einrichtungen der Jugendarbeit
3603060,Aufwendung,Ergebnis,2012,970588.93,36,3603,Pl./Weiterentw. Freiräume u.Spielflächen,"Kinder-, Jugend- u. Familienhilfe",Einrichtungen der Jugendarbeit
3603060,Verlust,Ergebnis,2012,910170.65,36,3603,Pl./Weiterentw. Freiräume u.Spielflächen,"Kinder-, Jugend- u. Familienhilfe",Einrichtungen der Jugendarbeit
3604010,Ertrag,Ergebnis,2012,360837.29,36,3604,HdJ Bamen BGA,"Kinder-, Jugend- u. Familienhilfe",Haus der Jugend Barmen
3604010,Aufwendung,Ergebnis,2012,1148555.09,36,3604,HdJ Bamen BGA,"Kinder-, Jugend- u. Familienhilfe",Haus der Jugend Barmen
3604010,Verlust,Ergebnis,2012,787717.80,36,3604,HdJ Bamen BGA,"Kinder-, Jugend- u. Familienhilfe",Haus der Jugend Barmen
3605010,Ertrag,Ergebnis,2012,6151633.92,36,3605,Hilfen z.Erziehung u.präventive Projekte,"Kinder-, Jugend- u. Familienhilfe",Leist. z.Förd.junger Menschen u.Familien
3605010,Aufwendung,Ergebnis,2012,75976912.41,36,3605,Hilfen z.Erziehung u.präventive Projekte,"Kinder-, Jugend- u. Familienhilfe",Leist. z.Förd.junger Menschen u.Familien
3605010,Verlust,Ergebnis,2012,69825278.49,36,3605,Hilfen z.Erziehung u.präventive Projekte,"Kinder-, Jugend- u. Familienhilfe",Leist. z.Förd.junger Menschen u.Familien
3605010,Ertrag,Ergebnis,2012,6151633.92,36,3605,Hilfen z.Erziehung u.präventive Projekte,"Kinder-, Jugend- u. Familienhilfe",Leist. z.Förd.junger Menschen u.Familien
3605010,Aufwendung,Ergebnis,2012,75976912.41,36,3605,Hilfen z.Erziehung u.präventive Projekte,"Kinder-, Jugend- u. Familienhilfe",Leist. z.Förd.junger Menschen u.Familien
3605010,Verlust,Ergebnis,2012,69825278.49,36,3605,Hilfen z.Erziehung u.präventive Projekte,"Kinder-, Jugend- u. Familienhilfe",Leist. z.Förd.junger Menschen u.Familien
3605050,Ertrag,Ergebnis,2012,219.52,36,3605,Beistandschaften,"Kinder-, Jugend- u. Familienhilfe",Leist. z.Förd.junger Menschen u.Familien
3605050,Aufwendung,Ergebnis,2012,1495071.69,36,3605,Beistandschaften,"Kinder-, Jugend- u. Familienhilfe",Leist. z.Förd.junger Menschen u.Familien
3605050,Verlust,Ergebnis,2012,1494852.17,36,3605,Beistandschaften,"Kinder-, Jugend- u. Familienhilfe",Leist. z.Förd.junger Menschen u.Familien
3609010,Ertrag,Ergebnis,2012,99.64,36,3609,Elterngeld,"Kinder-, Jugend- u. Familienhilfe",Elterngeld
3609010,Aufwendung,Ergebnis,2012,236108.50,36,3609,Elterngeld,"Kinder-, Jugend- u. Familienhilfe",Elterngeld
3609010,Verlust,Ergebnis,2012,236008.86,36,3609,Elterngeld,"Kinder-, Jugend- u. Familienhilfe",Elterngeld
3610010,Ertrag,Ergebnis,2012,158671.54,36,3610,Förd. KiJu außerhalb von  Einrichtungen,"Kinder-, Jugend- u. Familienhilfe",Förd. KiJu außerhalb von Einrichtungen
3610010,Aufwendung,Ergebnis,2012,2236894.03,36,3610,Förd. KiJu außerhalb von  Einrichtungen,"Kinder-, Jugend- u. Familienhilfe",Förd. KiJu außerhalb von Einrichtungen
3610010,Verlust,Ergebnis,2012,2078222.49,36,3610,Förd. KiJu außerhalb von  Einrichtungen,"Kinder-, Jugend- u. Familienhilfe",Förd. KiJu außerhalb von Einrichtungen
3611010,Ertrag,Ergebnis,2012,143011.77,36,3611,Familien- u. Schulpsychol. Beratung,"Kinder-, Jugend- u. Familienhilfe",Familien- u. Schulpsychol. Beratung
3611010,Aufwendung,Ergebnis,2012,1520496.82,36,3611,Familien- u. Schulpsychol. Beratung,"Kinder-, Jugend- u. Familienhilfe",Familien- u. Schulpsychol. Beratung
3611010,Verlust,Ergebnis,2012,1377485.05,36,3611,Familien- u. Schulpsychol. Beratung,"Kinder-, Jugend- u. Familienhilfe",Familien- u. Schulpsychol. Beratung
4101010,Ertrag,Ergebnis,2012,187060.70,41,4101,"Ärztlicher Dienst, mediz. Begutachtung",Gesundheitsdienste,Aufgaben der unteren Gesundheitsbehörde
4101010,Aufwendung,Ergebnis,2012,1049288.88,41,4101,"Ärztlicher Dienst, mediz. Begutachtung",Gesundheitsdienste,Aufgaben der unteren Gesundheitsbehörde
4101010,Verlust,Ergebnis,2012,862228.18,41,4101,"Ärztlicher Dienst, mediz. Begutachtung",Gesundheitsdienste,Aufgaben der unteren Gesundheitsbehörde
4101020,Ertrag,Ergebnis,2012,22975.00,41,4101,Kinder- und Jugendgesundheit,Gesundheitsdienste,Aufgaben der unteren Gesundheitsbehörde
4101020,Aufwendung,Ergebnis,2012,1086275.35,41,4101,Kinder- und Jugendgesundheit,Gesundheitsdienste,Aufgaben der unteren Gesundheitsbehörde
4101020,Verlust,Ergebnis,2012,1063300.35,41,4101,Kinder- und Jugendgesundheit,Gesundheitsdienste,Aufgaben der unteren Gesundheitsbehörde
4101030,Ertrag,Ergebnis,2012,600.00,41,4101,(entfallen in 2013) Zahngesundheit,Gesundheitsdienste,Aufgaben der unteren Gesundheitsbehörde
4101030,Aufwendung,Ergebnis,2012,74180.25,41,4101,(entfallen in 2013) Zahngesundheit,Gesundheitsdienste,Aufgaben der unteren Gesundheitsbehörde
4101030,Verlust,Ergebnis,2012,73580.25,41,4101,(entfallen in 2013) Zahngesundheit,Gesundheitsdienste,Aufgaben der unteren Gesundheitsbehörde
4101040,Ertrag,Ergebnis,2012,269.29,41,4101,Hilfe u.Beratung psychisch u.Suchtkranke,Gesundheitsdienste,Aufgaben der unteren Gesundheitsbehörde
4101040,Aufwendung,Ergebnis,2012,788531.70,41,4101,Hilfe u.Beratung psychisch u.Suchtkranke,Gesundheitsdienste,Aufgaben der unteren Gesundheitsbehörde
4101040,Verlust,Ergebnis,2012,788262.41,41,4101,Hilfe u.Beratung psychisch u.Suchtkranke,Gesundheitsdienste,Aufgaben der unteren Gesundheitsbehörde
4101050,Ertrag,Ergebnis,2012,101214.34,41,4101,Infektionsschutz u. QS Gesundheit,Gesundheitsdienste,Aufgaben der unteren Gesundheitsbehörde
4101050,Aufwendung,Ergebnis,2012,932269.10,41,4101,Infektionsschutz u. QS Gesundheit,Gesundheitsdienste,Aufgaben der unteren Gesundheitsbehörde
4101050,Verlust,Ergebnis,2012,831054.76,41,4101,Infektionsschutz u. QS Gesundheit,Gesundheitsdienste,Aufgaben der unteren Gesundheitsbehörde
4101060,Ertrag,Ergebnis,2012,536.31,41,4101,KC Aids/STD Koordination/Beratung/Unters,Gesundheitsdienste,Aufgaben der unteren Gesundheitsbehörde
4101060,Aufwendung,Ergebnis,2012,168467.31,41,4101,KC Aids/STD Koordination/Beratung/Unters,Gesundheitsdienste,Aufgaben der unteren Gesundheitsbehörde
4101060,Verlust,Ergebnis,2012,167931.00,41,4101,KC Aids/STD Koordination/Beratung/Unters,Gesundheitsdienste,Aufgaben der unteren Gesundheitsbehörde
4101070,Ertrag,Ergebnis,2012,1707.55,41,4101,KC Zahnmedizinischer Dienst,Gesundheitsdienste,Aufgaben der unteren Gesundheitsbehörde
4101070,Aufwendung,Ergebnis,2012,200521.24,41,4101,KC Zahnmedizinischer Dienst,Gesundheitsdienste,Aufgaben der unteren Gesundheitsbehörde
4101070,Verlust,Ergebnis,2012,198813.69,41,4101,KC Zahnmedizinischer Dienst,Gesundheitsdienste,Aufgaben der unteren Gesundheitsbehörde
4101080,Ertrag,Ergebnis,2012,17429.91,41,4101,KC Arzneimittelüberwachung/Sozialpharmaz,Gesundheitsdienste,Aufgaben der unteren Gesundheitsbehörde
4101080,Aufwendung,Ergebnis,2012,152539.70,41,4101,KC Arzneimittelüberwachung/Sozialpharmaz,Gesundheitsdienste,Aufgaben der unteren Gesundheitsbehörde
4101080,Verlust,Ergebnis,2012,135109.79,41,4101,KC Arzneimittelüberwachung/Sozialpharmaz,Gesundheitsdienste,Aufgaben der unteren Gesundheitsbehörde
4201010,Ertrag,Ergebnis,2012,128731.47,42,4201,Turn- und Sporthallen,Sportförderung,Bereitstellung/Betrieb ged. Sportanlagen
4201010,Aufwendung,Ergebnis,2012,5592259.81,42,4201,Turn- und Sporthallen,Sportförderung,Bereitstellung/Betrieb ged. Sportanlagen
4201010,Verlust,Ergebnis,2012,5463528.34,42,4201,Turn- und Sporthallen,Sportförderung,Bereitstellung/Betrieb ged. Sportanlagen
4201020,Ertrag,Ergebnis,2012,592847.99,42,4201,Uni Halle,Sportförderung,Bereitstellung/Betrieb ged. Sportanlagen
4201020,Aufwendung,Ergebnis,2012,1972680.25,42,4201,Uni Halle,Sportförderung,Bereitstellung/Betrieb ged. Sportanlagen
4201020,Verlust,Ergebnis,2012,1379832.26,42,4201,Uni Halle,Sportförderung,Bereitstellung/Betrieb ged. Sportanlagen
4202010,Ertrag,Ergebnis,2012,382718.96,42,4202,Sportförderung,Sportförderung,Sportförderung
4202010,Aufwendung,Ergebnis,2012,1527265.30,42,4202,Sportförderung,Sportförderung,Sportförderung
4202010,Verlust,Ergebnis,2012,1144546.34,42,4202,Sportförderung,Sportförderung,Sportförderung
4203010,Ertrag,Ergebnis,2012,109613.31,42,4203,Nicht definiert,Sportförderung,Bereitstellung/Betrieb Bäder
4203010,Aufwendung,Ergebnis,2012,661355.65,42,4203,Nicht definiert,Sportförderung,Bereitstellung/Betrieb Bäder
4203010,Verlust,Ergebnis,2012,551742.34,42,4203,Nicht definiert,Sportförderung,Bereitstellung/Betrieb Bäder
4203020,Ertrag,Ergebnis,2012,2023053.66,42,4203,Hallenbäder,Sportförderung,Bereitstellung/Betrieb Bäder
4203020,Aufwendung,Ergebnis,2012,11520308.71,42,4203,Hallenbäder,Sportförderung,Bereitstellung/Betrieb Bäder
4203020,Verlust,Ergebnis,2012,9497255.05,42,4203,Hallenbäder,Sportförderung,Bereitstellung/Betrieb Bäder
4204010,Ertrag,Ergebnis,2012,67964.25,42,4204,Sportaußenanlagen,Sportförderung,Bereitstellung/Betrieb Freisportanlagen
4204010,Aufwendung,Ergebnis,2012,3456684.99,42,4204,Sportaußenanlagen,Sportförderung,Bereitstellung/Betrieb Freisportanlagen
4204010,Verlust,Ergebnis,2012,3388720.74,42,4204,Sportaußenanlagen,Sportförderung,Bereitstellung/Betrieb Freisportanlagen
4204020,Ertrag,Ergebnis,2012,88705.56,42,4204,Stadion am Zoo,Sportförderung,Bereitstellung/Betrieb Freisportanlagen
4204020,Aufwendung,Ergebnis,2012,2257003.39,42,4204,Stadion am Zoo,Sportförderung,Bereitstellung/Betrieb Freisportanlagen
4204020,Verlust,Ergebnis,2012,2168297.83,42,4204,Stadion am Zoo,Sportförderung,Bereitstellung/Betrieb Freisportanlagen
5101010,Ertrag,Ergebnis,2012,131.13,51,5101,Stadtgestaltung und Baukultur,"Räuml.Planung, Entw., Geoinfo.",Räumliche Planung und Entwicklung
5101010,Aufwendung,Ergebnis,2012,555310.27,51,5101,Stadtgestaltung und Baukultur,"Räuml.Planung, Entw., Geoinfo.",Räumliche Planung und Entwicklung
5101010,Verlust,Ergebnis,2012,555179.14,51,5101,Stadtgestaltung und Baukultur,"Räuml.Planung, Entw., Geoinfo.",Räumliche Planung und Entwicklung
5101020,Ertrag,Ergebnis,2012,131.06,51,5101,Städtebaul. Projekte u. Innenstadtentw.,"Räuml.Planung, Entw., Geoinfo.",Räumliche Planung und Entwicklung
5101020,Aufwendung,Ergebnis,2012,543888.17,51,5101,Städtebaul. Projekte u. Innenstadtentw.,"Räuml.Planung, Entw., Geoinfo.",Räumliche Planung und Entwicklung
5101020,Verlust,Ergebnis,2012,543757.11,51,5101,Städtebaul. Projekte u. Innenstadtentw.,"Räuml.Planung, Entw., Geoinfo.",Räumliche Planung und Entwicklung
5101030,Ertrag,Ergebnis,2012,413552.27,51,5101,Flächensteuerung/strat. Projektentw.,"Räuml.Planung, Entw., Geoinfo.",Räumliche Planung und Entwicklung
5101030,Aufwendung,Ergebnis,2012,801126.54,51,5101,Flächensteuerung/strat. Projektentw.,"Räuml.Planung, Entw., Geoinfo.",Räumliche Planung und Entwicklung
5101030,Verlust,Ergebnis,2012,387574.27,51,5101,Flächensteuerung/strat. Projektentw.,"Räuml.Planung, Entw., Geoinfo.",Räumliche Planung und Entwicklung
5101040,Ertrag,Ergebnis,2012,292.41,51,5101,Handl.konzepte Stadtentwickl/-erneuerung,"Räuml.Planung, Entw., Geoinfo.",Räumliche Planung und Entwicklung
5101040,Aufwendung,Ergebnis,2012,536569.49,51,5101,Handl.konzepte Stadtentwickl/-erneuerung,"Räuml.Planung, Entw., Geoinfo.",Räumliche Planung und Entwicklung
5101040,Verlust,Ergebnis,2012,536277.08,51,5101,Handl.konzepte Stadtentwickl/-erneuerung,"Räuml.Planung, Entw., Geoinfo.",Räumliche Planung und Entwicklung
5102010,Ertrag,Ergebnis,2012,949334.40,51,5102,"Ingenieur-,Liegenschafts-,Landesvermess.","Räuml.Planung, Entw., Geoinfo.","Vermessung, Katasteramt und Geodaten"
5102010,Aufwendung,Ergebnis,2012,2713543.50,51,5102,"Ingenieur-,Liegenschafts-,Landesvermess.","Räuml.Planung, Entw., Geoinfo.","Vermessung, Katasteramt und Geodaten"
5102010,Verlust,Ergebnis,2012,1764209.10,51,5102,"Ingenieur-,Liegenschafts-,Landesvermess.","Räuml.Planung, Entw., Geoinfo.","Vermessung, Katasteramt und Geodaten"
5102020,Ertrag,Ergebnis,2012,1634672.52,51,5102,"Führ.Bereitst. u.Abgabe Geodaten,Service","Räuml.Planung, Entw., Geoinfo.","Vermessung, Katasteramt und Geodaten"
5102020,Aufwendung,Ergebnis,2012,6667561.53,51,5102,"Führ.Bereitst. u.Abgabe Geodaten,Service","Räuml.Planung, Entw., Geoinfo.","Vermessung, Katasteramt und Geodaten"
5102020,Verlust,Ergebnis,2012,5032889.01,51,5102,"Führ.Bereitst. u.Abgabe Geodaten,Service","Räuml.Planung, Entw., Geoinfo.","Vermessung, Katasteramt und Geodaten"
5102030,Ertrag,Ergebnis,2012,102754.52,51,5102,Gesetzliche Wertermittlung,"Räuml.Planung, Entw., Geoinfo.","Vermessung, Katasteramt und Geodaten"
5102030,Aufwendung,Ergebnis,2012,735975.58,51,5102,Gesetzliche Wertermittlung,"Räuml.Planung, Entw., Geoinfo.","Vermessung, Katasteramt und Geodaten"
5102030,Verlust,Ergebnis,2012,633221.06,51,5102,Gesetzliche Wertermittlung,"Räuml.Planung, Entw., Geoinfo.","Vermessung, Katasteramt und Geodaten"
5103010,Ertrag,Ergebnis,2012,84213.20,51,5103,Bodenverkehrsgenehmigungsverfahren,"Räuml.Planung, Entw., Geoinfo.",Grundstücksneuordnung
5103010,Aufwendung,Ergebnis,2012,236014.55,51,5103,Bodenverkehrsgenehmigungsverfahren,"Räuml.Planung, Entw., Geoinfo.",Grundstücksneuordnung
5103010,Verlust,Ergebnis,2012,151801.35,51,5103,Bodenverkehrsgenehmigungsverfahren,"Räuml.Planung, Entw., Geoinfo.",Grundstücksneuordnung
5103020,Ertrag,Ergebnis,2012,4087.07,51,5103,Bauleitpl. u.sonst. Städtebaul.Satzungen,"Räuml.Planung, Entw., Geoinfo.",Grundstücksneuordnung
5103020,Aufwendung,Ergebnis,2012,1860188.71,51,5103,Bauleitpl. u.sonst. Städtebaul.Satzungen,"Räuml.Planung, Entw., Geoinfo.",Grundstücksneuordnung
5103020,Verlust,Ergebnis,2012,1856101.64,51,5103,Bauleitpl. u.sonst. Städtebaul.Satzungen,"Räuml.Planung, Entw., Geoinfo.",Grundstücksneuordnung
5104010,Ertrag,Ergebnis,2012,76055.98,51,5104,Verkehrsplanung,"Räuml.Planung, Entw., Geoinfo.",Verkehrliche Planung
5104010,Aufwendung,Ergebnis,2012,762937.06,51,5104,Verkehrsplanung,"Räuml.Planung, Entw., Geoinfo.",Verkehrliche Planung
5104010,Verlust,Ergebnis,2012,686881.08,51,5104,Verkehrsplanung,"Räuml.Planung, Entw., Geoinfo.",Verkehrliche Planung
5110010,Aufwendung,Ergebnis,2012,544187.39,51,5110,Projekt Döppersberg,"Räuml.Planung, Entw., Geoinfo.",Projekte Stadtentw.Regionale/Döppersberg
5111010,Aufwendung,Ergebnis,2012,2380.00,51,5111,(entfallen ab 2013) Projekt Kulturachse Barmen,"Räuml.Planung, Entw., Geoinfo.",(entfallen ab 2013) Projekte Stadtentw.Regionale/Kulturachse
5112010,Ertrag,Ergebnis,2012,1707664.12,51,5112,Projekt Stadtumbau West,"Räuml.Planung, Entw., Geoinfo.",Projekte Stadtentw.Stadtumbau West
5112010,Aufwendung,Ergebnis,2012,951373.90,51,5112,Projekt Stadtumbau West,"Räuml.Planung, Entw., Geoinfo.",Projekte Stadtentw.Stadtumbau West
5112010,Gewinn,Ergebnis,2012,756290.22,51,5112,Projekt Stadtumbau West,"Räuml.Planung, Entw., Geoinfo.",Projekte Stadtentw.Stadtumbau West
5113010,Ertrag,Ergebnis,2012,471286.71,51,5113,Soziale Stadt Oberbarmen/Wichlinghausen,"Räuml.Planung, Entw., Geoinfo.",Projekt soziale Stadt
5113010,Aufwendung,Ergebnis,2012,666911.47,51,5113,Soziale Stadt Oberbarmen/Wichlinghausen,"Räuml.Planung, Entw., Geoinfo.",Projekt soziale Stadt
5113010,Verlust,Ergebnis,2012,195624.76,51,5113,Soziale Stadt Oberbarmen/Wichlinghausen,"Räuml.Planung, Entw., Geoinfo.",Projekt soziale Stadt
5113020,Ertrag,Ergebnis,2012,18314.49,51,5113,Soziale Stadt Ostersbaum,"Räuml.Planung, Entw., Geoinfo.",Projekt soziale Stadt
5113020,Aufwendung,Ergebnis,2012,18314.49,51,5113,Soziale Stadt Ostersbaum,"Räuml.Planung, Entw., Geoinfo.",Projekt soziale Stadt
5114010,Ertrag,Ergebnis,2012,100000.00,51,5114,(entfallen ab 2013) Projekt Regionale - o.Döppersberg ,"Räuml.Planung, Entw., Geoinfo.",(entfallen ab 2013) Projekt Regionale - o.Döppersberg 
5114010,Aufwendung,Ergebnis,2012,52164.18,51,5114,(entfallen ab 2013) Projekt Regionale - o.Döppersberg ,"Räuml.Planung, Entw., Geoinfo.",(entfallen ab 2013) Projekt Regionale - o.Döppersberg 
5114010,Gewinn,Ergebnis,2012,47835.82,51,5114,(entfallen ab 2013) Projekt Regionale - o.Döppersberg ,"Räuml.Planung, Entw., Geoinfo.",(entfallen ab 2013) Projekt Regionale - o.Döppersberg 
5201010,Ertrag,Ergebnis,2012,1972009.66,52,5201,"Bauaufsicht, Sonderbauten und Prüfungen",Bauen und Wohnen,Maßnahmen der Bauaufsicht
5201010,Aufwendung,Ergebnis,2012,3706990.23,52,5201,"Bauaufsicht, Sonderbauten und Prüfungen",Bauen und Wohnen,Maßnahmen der Bauaufsicht
5201010,Verlust,Ergebnis,2012,1734980.57,52,5201,"Bauaufsicht, Sonderbauten und Prüfungen",Bauen und Wohnen,Maßnahmen der Bauaufsicht
5202010,Ertrag,Ergebnis,2012,26764.88,52,5202,"Service, Beratung und Information",Bauen und Wohnen,Baubehördliche Beratung und Information
5202010,Aufwendung,Ergebnis,2012,390360.27,52,5202,"Service, Beratung und Information",Bauen und Wohnen,Baubehördliche Beratung und Information
5202010,Verlust,Ergebnis,2012,363595.39,52,5202,"Service, Beratung und Information",Bauen und Wohnen,Baubehördliche Beratung und Information
5203010,Ertrag,Ergebnis,2012,92033.20,52,5203,Denkmalschutz und Denkmalpflege,Bauen und Wohnen,Denkmalschutz und Denkmalpflege
5203010,Aufwendung,Ergebnis,2012,685873.20,52,5203,Denkmalschutz und Denkmalpflege,Bauen und Wohnen,Denkmalschutz und Denkmalpflege
5203010,Verlust,Ergebnis,2012,593840.00,52,5203,Denkmalschutz und Denkmalpflege,Bauen und Wohnen,Denkmalschutz und Denkmalpflege
5204010,Ertrag,Ergebnis,2012,44099.12,52,5204,Soziale Wohnraumförderung,Bauen und Wohnen,Soziale Wohnraumförderung
5204010,Aufwendung,Ergebnis,2012,811920.98,52,5204,Soziale Wohnraumförderung,Bauen und Wohnen,Soziale Wohnraumförderung
5204010,Verlust,Ergebnis,2012,767821.86,52,5204,Soziale Wohnraumförderung,Bauen und Wohnen,Soziale Wohnraumförderung
5206010,Ertrag,Ergebnis,2012,74261.65,52,5206,WBS/Wohnraumverm. Kontrolle u. Aufsicht,Bauen und Wohnen,Wohnraumsicherung und -versorgung
5206010,Aufwendung,Ergebnis,2012,1280827.01,52,5206,WBS/Wohnraumverm. Kontrolle u. Aufsicht,Bauen und Wohnen,Wohnraumsicherung und -versorgung
5206010,Verlust,Ergebnis,2012,1206565.36,52,5206,WBS/Wohnraumverm. Kontrolle u. Aufsicht,Bauen und Wohnen,Wohnraumsicherung und -versorgung
5207010,Ertrag,Ergebnis,2012,27523.29,52,5207,Mietpreisüberprüfung und Mietspiegel,Bauen und Wohnen,Wohnungsmarktbeobachtung
5207010,Aufwendung,Ergebnis,2012,366575.15,52,5207,Mietpreisüberprüfung und Mietspiegel,Bauen und Wohnen,Wohnungsmarktbeobachtung
5207010,Verlust,Ergebnis,2012,339051.86,52,5207,Mietpreisüberprüfung und Mietspiegel,Bauen und Wohnen,Wohnungsmarktbeobachtung
5301010,Ertrag,Ergebnis,2012,20839108.71,53,5301,Energie- und Gasversorgung,Ver- und Entsorgung,Versorgung
5301010,Aufwendung,Ergebnis,2012,2820000.00,53,5301,Energie- und Gasversorgung,Ver- und Entsorgung,Versorgung
5301010,Gewinn,Ergebnis,2012,18019108.71,53,5301,Energie- und Gasversorgung,Ver- und Entsorgung,Versorgung
5302010,Ertrag,Ergebnis,2012,29059868.32,53,5302,Abfallgebühren Vor- und Nachkalkulation,Ver- und Entsorgung,Abfallwirtschaft
5302010,Aufwendung,Ergebnis,2012,28027898.23,53,5302,Abfallgebühren Vor- und Nachkalkulation,Ver- und Entsorgung,Abfallwirtschaft
5302010,Gewinn,Ergebnis,2012,1031970.09,53,5302,Abfallgebühren Vor- und Nachkalkulation,Ver- und Entsorgung,Abfallwirtschaft
